County,Town/Village/City,Test Location in Home,# of Homes Tested,Average Radon (pCi/L),GEO Mean,GEO S.D.,Highest (pCi/L),< 4.0 pCi/L,>=4 and < 20pCi/L,>=20pCi/L
RENSSELAER,BRUNSWICK,Basement,102,7.51,3.73,3.32,92.2,45,50,7
RENSSELAER,BRUNSWICK,1st Floor,37,5.23,1.83,4.63,43,24,11,2
RENSSELAER,E. GREENBUSH,Basement,267,6.67,3.18,3.77,56.1,156,88,23
RENSSELAER,E. GREENBUSH,1st Floor,90,2.73,1.09,4.22,22.1,72,15,3
RENSSELAER,GRAFTON,Basement,32,3.94,2.22,3.43,17.7,23,9,0
RENSSELAER,GRAFTON,1st Floor,14,1.5,0.76,3.35,8.4,13,1,0
RENSSELAER,HOOSICK,Basement,84,4.53,2.86,2.4,52,58,24,2
RENSSELAER,HOOSICK,1st Floor,144,0.98,0.67,2.38,7.5,141,3,0
RENSSELAER,NASSAU,Basement,101,7.2,3.76,3.65,38.1,46,45,10
RENSSELAER,NASSAU,1st Floor,60,2.43,1.33,3.45,12.7,50,10,0
RENSSELAER,NO. GREENBUSH,Basement,246,9.12,4.34,3.56,130.6,123,93,30
RENSSELAER,NO. GREENBUSH,1st Floor,72,3.98,1.42,4.73,35.1,52,18,2
RENSSELAER,PETERSBURG,Basement,43,5.2,3.67,2.24,32.8,24,17,2
RENSSELAER,PETERSBURG,1st Floor,21,1.49,0.94,2.82,4.7,19,2,0
RENSSELAER,PITTSTOWN,Basement,37,5.91,2.93,3,74.2,24,12,1
RENSSELAER,PITTSTOWN,1st Floor,16,7.91,1.9,6.86,35.6,11,2,3
RENSSELAER,POESTENKILL,Basement,54,6.01,3.76,2.84,31.4,26,26,2
RENSSELAER,POESTENKILL,1st Floor,15,5.05,2.18,3.61,32,12,2,1
RENSSELAER,RENSSELAER,Basement,187,5.6,2.58,3.39,65.3,124,50,13
RENSSELAER,RENSSELAER,1st Floor,98,1.42,0.7,3.33,18.1,91,7,0
RENSSELAER,SAND LAKE,Basement,208,5.79,3.02,3.39,37.7,120,77,11
RENSSELAER,SAND LAKE,1st Floor,90,3.02,1.45,3.48,40.1,73,16,1
RENSSELAER,SCHAGHTICOKE,Basement,58,5.89,3.63,3.27,22,22,34,2
RENSSELAER,SCHAGHTICOKE,1st Floor,106,1.31,0.44,4.05,13.3,94,12,0
RENSSELAER,SCHODACK,Basement,298,8.76,4.12,3.52,103.2,151,115,32
RENSSELAER,SCHODACK,1st Floor,112,4.01,1.64,4.05,42.2,82,27,3
RENSSELAER,STEPHENTOWN,Basement,39,5.87,2.94,4.2,23.3,20,18,1
RENSSELAER,STEPHENTOWN,1st Floor,14,2.49,1.56,2.76,9.7,11,3,0
RENSSELAER,TROY,Basement,644,6.24,3.14,3.38,134.7,359,252,33
RENSSELAER,TROY,1st Floor,288,1.95,0.98,3.42,21.2,252,35,1
ROCKLAND,CLARKSTOWN,Basement,"1,166",2.1,1.33,2.47,75.4,"1,056",102,8
ROCKLAND,CLARKSTOWN,1st Floor,403,1.16,0.73,2.54,23.3,392,9,2
ROCKLAND,HAVERSTRAW,Basement,161,2.89,1.93,2.55,14.8,122,39,0
ROCKLAND,HAVERSTRAW,1st Floor,72,1.11,0.74,2.6,5.2,69,3,0
ROCKLAND,ORANGETOWN,Basement,486,2.18,1.41,2.36,123.7,434,51,1
ROCKLAND,ORANGETOWN,1st Floor,108,1.01,0.72,2.4,4.8,107,1,0
ROCKLAND,RAMAPO,Basement,782,2.47,1.61,2.58,26.6,659,120,3
ROCKLAND,RAMAPO,1st Floor,245,1.32,0.83,2.64,20,231,13,1
ROCKLAND,STONY POINT,Basement,253,5.09,2.76,3.03,68.5,157,85,11
ROCKLAND,STONY POINT,1st Floor,100,2.51,1.32,3.17,21.6,86,13,1
SARATOGA,BALLSTON,Basement,343,4.04,2.38,2.75,51.5,241,94,8
SARATOGA,BALLSTON,1st Floor,96,1.97,1.04,3.1,15.3,86,10,0
SARATOGA,CHARLTON,Basement,90,7.66,4,2.86,114.5,49,35,6
SARATOGA,CHARLTON,1st Floor,25,6.68,2.71,3.58,63.1,17,6,2
SARATOGA,CLIFTON PARK,Basement,435,3.86,2.1,2.91,75.7,326,101,8
SARATOGA,CLIFTON PARK,1st Floor,96,2.26,1,3.2,31.9,85,10,1
SARATOGA,CORINTH,Basement,25,3.25,1.73,2.98,18.5,21,4,0
SARATOGA,CORINTH,1st Floor,7,1.03,0.77,2.17,2.7,7,0,0
SARATOGA,DAY,Basement,2,2.45,2.36,1.47,3.1,2,0,0
SARATOGA,EDINBURG,Basement,3,0.7,0.45,3.81,1.3,3,0,0
SARATOGA,EDINBURG,1st Floor,1,0.6,0.6,1,0.6,1,0,0
SARATOGA,GALWAY,Basement,28,3.69,2.44,2.46,15.1,21,7,0
SARATOGA,GALWAY,1st Floor,9,2.2,1.37,2.87,6.8,7,2,0
SARATOGA,GREENFIELD,Basement,41,2.86,2.13,2.13,14.3,32,9,0
SARATOGA,GREENFIELD,1st Floor,21,1.81,1.13,3.1,6.8,18,3,0
SARATOGA,HADLEY,Basement,19,3.6,2.3,2.47,19.8,14,5,0
SARATOGA,HADLEY,1st Floor,7,1.69,1.53,1.61,3,7,0,0
SARATOGA,HALFMOON,Basement,73,3.88,2.03,2.94,73.2,56,16,1
SARATOGA,HALFMOON,1st Floor,16,1.28,0.72,3.11,5.5,15,1,0
SARATOGA,MALTA,Basement,80,4.91,2.86,3,41.7,48,30,2
SARATOGA,MALTA,1st Floor,36,2.64,1.81,2.51,11.5,30,6,0
SARATOGA,MECHANICVILLE,Basement,100,4.7,2.96,2.89,20.7,56,43,1
SARATOGA,MECHANICVILLE,1st Floor,45,2.12,1.19,3.35,10.2,39,6,0
SARATOGA,MILTON,Basement,29,1.84,1.03,2.86,13.7,27,2,0
SARATOGA,MILTON,1st Floor,9,1.2,0.76,3.14,3.2,9,0,0
SARATOGA,MOREAU,Basement,41,4.51,2.51,2.79,35.1,31,7,3
SARATOGA,MOREAU,1st Floor,11,1.03,0.78,2.21,2.9,11,0,0
SARATOGA,NORTHUMBERLAND,Basement,45,2.89,1.98,2.4,18.8,37,8,0
SARATOGA,NORTHUMBERLAND,1st Floor,21,1.18,0.68,2.92,5.4,19,2,0
SARATOGA,PROVIDENCE,Basement,3,2.77,2.18,2.5,4.8,2,1,0
SARATOGA,SARATOGA,Basement,46,7.37,2.51,3.63,142.2,30,14,2
SARATOGA,SARATOGA,1st Floor,24,1.69,0.68,3.67,13.7,22,2,0
SARATOGA,SARATOGA SPGS.,Basement,175,3.61,2.07,2.9,49.7,132,40,3
SARATOGA,SARATOGA SPGS.,1st Floor,73,2.31,0.94,3.19,54.8,68,4,1
SARATOGA,STILLWATER,Basement,47,3.61,1.54,4.2,27.6,34,11,2
SARATOGA,STILLWATER,1st Floor,17,2.65,1.01,4.74,9.6,11,6,0
SARATOGA,WATERFORD,Basement,62,4.83,2.86,2.66,41,44,16,2
SARATOGA,WATERFORD,1st Floor,14,1.75,0.78,4.39,6.8,12,2,0
SARATOGA,WILTON,Basement,41,2.38,1.54,2.74,14.4,36,5,0
SARATOGA,WILTON,1st Floor,8,1.3,0.82,3.32,3.7,8,0,0
SCHENECTADY,DUANESBURG,Basement,64,4.61,2.49,2.85,49.6,46,16,2
SCHENECTADY,DUANESBURG,1st Floor,37,2.75,1.28,3.65,17.7,30,7,0
SCHENECTADY,GLENVILLE,Basement,322,4.12,2.41,2.82,78.5,226,90,6
SCHENECTADY,GLENVILLE,1st Floor,105,3.4,0.97,4.25,127,90,14,1
SCHENECTADY,NISKAYUNA,Basement,249,2.97,1.89,2.62,25,189,59,1
SCHENECTADY,NISKAYUNA,1st Floor,61,1.7,0.92,3.13,9.8,54,7,0
SCHENECTADY,PRINCETOWN,Basement,7,2.46,1.48,3.74,7.8,6,1,0
SCHENECTADY,ROTTERDAM,Basement,151,8.28,2.46,3.57,160.5,112,26,13
SCHENECTADY,ROTTERDAM,1st Floor,32,1.68,0.88,3.03,10.6,29,3,0
SCHENECTADY,SCHENECTADY,Basement,520,4.72,1.74,3.16,186.4,432,65,23
SCHENECTADY,SCHENECTADY,1st Floor,361,1.77,0.55,3.4,122.3,335,22,4
SCHOHARIE,BLENHEIM,Basement,6,4.53,3.15,2.57,11.9,4,2,0
SCHOHARIE,BLENHEIM,1st Floor,4,1.58,1.01,2.96,4.2,3,1,0
SCHOHARIE,CARLISLE,Basement,5,3.28,2.44,2.27,8.8,4,1,0
SCHOHARIE,CARLISLE,1st Floor,4,0.88,0.5,3.67,2.3,4,0,0
SCHOHARIE,COBLESKILL,Basement,84,5.46,3.17,2.55,89.2,50,30,4
SCHOHARIE,COBLESKILL,1st Floor,94,1.3,0.87,2.21,11.4,88,6,0
SCHOHARIE,CONESVILLE,1st Floor,1,2.4,2.4,1,2.4,1,0,0
SCHOHARIE,ESPERANCE,Basement,21,3.06,1.75,3.73,7.8,14,7,0
SCHOHARIE,ESPERANCE,1st Floor,9,1,0.71,3.07,1.7,9,0,0
SCHOHARIE,FULTON,Basement,34,9.87,5.19,3.08,52.3,13,15,6
SCHOHARIE,FULTON,1st Floor,13,7.44,3.17,3.18,58.9,9,3,1
SCHOHARIE,GILBOA,Basement,12,3.11,1.85,2.77,13.5,9,3,0
SCHOHARIE,GILBOA,1st Floor,13,1.33,0.97,2.32,4.3,12,1,0
SCHOHARIE,JEFFERSON,Basement,24,6.69,3.5,2.65,69.1,14,9,1
SCHOHARIE,JEFFERSON,1st Floor,11,2.44,1.19,3.43,12.6,10,1,0
SCHOHARIE,MIDDLEBURG,Basement,56,10.17,4.45,3.94,94,29,18,9
SCHOHARIE,MIDDLEBURG,1st Floor,37,3.73,1.57,4.58,17,26,11,0
SCHOHARIE,RICHMONDVILLE,Basement,19,4.83,3.35,2.44,21.4,13,5,1
SCHOHARIE,RICHMONDVILLE,1st Floor,34,0.85,0.61,2.27,4,33,1,0
SCHOHARIE,SCHOHARIE,Basement,67,6.4,3.11,3.58,53.8,37,25,5
SCHOHARIE,SCHOHARIE,1st Floor,33,2.3,1.14,3.36,10.2,27,6,0
SCHOHARIE,SEWARD,Basement,15,4.19,2.16,3.41,28.1,11,3,1
SCHOHARIE,SEWARD,1st Floor,1,1,1,1,1,1,0,0
SCHOHARIE,SHARON,Basement,13,3.56,2.55,2.22,14.3,10,3,0
SCHOHARIE,SHARON,1st Floor,7,0.67,0.46,2.75,1.5,7,0,0
SCHOHARIE,SUMMIT,Basement,9,2.54,1.57,2.84,9.8,8,1,0
SCHOHARIE,SUMMIT,1st Floor,5,3.3,2.21,2.86,8.3,4,1,0
SCHOHARIE,WRIGHT,Basement,11,6.78,2.91,3.66,39.1,7,3,1
SCHOHARIE,WRIGHT,1st Floor,9,2.4,0.92,4.53,9.5,7,2,0
SCHUYLER,CATHARINE,Basement,22,8,2.9,4.77,80.4,11,10,1
SCHUYLER,CATHARINE,1st Floor,24,2.65,1.31,3.52,14.3,20,4,0
SCHUYLER,CAYUTA,Basement,3,1.93,1.93,1.08,2.1,3,0,0
SCHUYLER,CAYUTA,1st Floor,3,2.63,2.34,1.82,4.3,2,1,0
SCHUYLER,DIX,Basement,95,5.36,3.34,2.61,59.1,55,38,2
SCHUYLER,DIX,1st Floor,149,1.27,0.61,3.17,14.7,139,10,0
SCHUYLER,HECTOR,Basement,60,4.58,2.83,2.62,46.7,40,18,2
SCHUYLER,HECTOR,1st Floor,43,2.23,1,3.92,11.4,36,7,0
SCHUYLER,MONTOUR,Basement,32,9.81,5.77,2.87,41.7,13,14,5
SCHUYLER,MONTOUR,1st Floor,60,2.24,1.31,2.96,11.3,52,8,0
SCHUYLER,ORANGE,Basement,7,15.04,8.56,3.38,51.6,1,5,1
SCHUYLER,ORANGE,1st Floor,2,9.55,3.05,12.9,18.6,1,1,0
SCHUYLER,READING,Basement,29,6.46,4.02,2.64,27.7,16,10,3
SCHUYLER,READING,1st Floor,18,1.79,1.2,2.66,5.8,15,3,0
SCHUYLER,TYRONE,Basement,4,2.68,1.66,4.22,4.7,3,1,0
SCHUYLER,TYRONE,1st Floor,1,0.1,0.1,1,0.1,1,0,0
SENECA,COVERT,Basement,51,3.66,2.6,2.34,16.7,37,14,0
SENECA,COVERT,1st Floor,24,1.83,1.13,2.97,6.7,21,3,0
SENECA,FAYETTE,Basement,12,1.93,1.1,2.79,9.3,10,2,0
SENECA,FAYETTE,1st Floor,8,1.11,0.87,2.13,2.6,8,0,0
SENECA,JUNIUS,Basement,3,2.83,2.06,2.57,6.1,2,1,0
SENECA,JUNIUS,1st Floor,1,0.4,0.4,1,0.4,1,0,0
SENECA,LODI,Basement,11,2.05,1.5,2.37,6.4,10,1,0
SENECA,LODI,1st Floor,4,0.78,0.59,2.47,1.3,4,0,0
SENECA,OVID,Basement,26,5.62,3.41,3.13,19.5,16,10,0
SENECA,OVID,1st Floor,12,1.7,1.02,3.27,6.8,11,1,0
SENECA,ROMULUS,Basement,6,2.72,2.52,1.51,4.8,5,1,0
SENECA,ROMULUS,1st Floor,2,2.15,2.15,1.03,2.2,2,0,0
SENECA,SENECA FALLS,Basement,61,2.27,1.49,2.65,12.7,55,6,0
SENECA,SENECA FALLS,1st Floor,17,1.12,0.76,2.64,4.3,16,1,0
SENECA,TYRE,Basement,5,1.88,1.76,1.5,3,5,0,0
SENECA,VARICK,Basement,7,2.06,1.43,2.62,5.9,6,1,0
SENECA,VARICK,1st Floor,2,1.45,0.73,6.3,2.7,2,0,0
SENECA,WATERLOO,Basement,39,2.89,1.5,3.1,25.5,32,6,1
SENECA,WATERLOO,1st Floor,21,0.58,0.4,2.53,1.8,21,0,0
ST.LAWRENCE,BRASHER,Basement,3,0.77,0.58,2.68,1.4,3,0,0
ST.LAWRENCE,BRASHER,1st Floor,4,2.03,1.64,2.07,4.4,3,1,0
ST.LAWRENCE,CANTON,Basement,63,1.36,1.09,2.01,4.3,61,2,0
ST.LAWRENCE,CANTON,1st Floor,29,0.71,0.46,2.64,2.7,29,0,0
ST.LAWRENCE,CLIFTON,Basement,3,3.97,3.85,1.34,5.3,2,1,0
ST.LAWRENCE,COLTON,Basement,32,4.45,2.31,3.15,26.5,23,7,2
ST.LAWRENCE,COLTON,1st Floor,21,2.57,1.15,3.97,10,16,5,0
ST.LAWRENCE,DE KALB,Basement,7,3.44,1.74,3.57,13.1,5,2,0
ST.LAWRENCE,DE KALB,1st Floor,4,0.7,0.31,3.96,2.3,4,0,0
ST.LAWRENCE,DEPEYSTER,1st Floor,1,1.1,1.1,1,1.1,1,0,0
ST.LAWRENCE,EDWARDS,Basement,13,14.22,7.02,3.41,66.5,6,3,4
ST.LAWRENCE,EDWARDS,1st Floor,6,1.25,1.09,1.84,2,6,0,0
ST.LAWRENCE,FOWLER,Basement,2,1.4,1.4,1.11,1.5,2,0,0
ST.LAWRENCE,FOWLER,1st Floor,1,2.5,2.5,1,2.5,1,0,0
ST.LAWRENCE,GOUVERNEUR,Basement,13,1.28,1.05,1.97,3.3,13,0,0
ST.LAWRENCE,GOUVERNEUR,1st Floor,6,0.4,0.37,1.62,0.6,6,0,0
ST.LAWRENCE,HAMMOND,Basement,7,2.81,2.06,2.41,7.8,6,1,0
ST.LAWRENCE,HAMMOND,1st Floor,4,0.45,0.34,2.54,0.9,4,0,0
ST.LAWRENCE,HERMON,Basement,2,1.7,1.59,1.68,2.3,2,0,0
ST.LAWRENCE,HERMON,1st Floor,1,1.5,1.5,1,1.5,1,0,0
ST.LAWRENCE,HOPKINTON,1st Floor,1,0.4,0.4,1,0.4,1,0,0
ST.LAWRENCE,LAWRENCE,Basement,3,2.37,1.46,3.2,5.6,2,1,0
ST.LAWRENCE,LISBON,Basement,10,3.54,1.87,3.66,12,7,3,0
ST.LAWRENCE,LISBON,1st Floor,4,0.65,0.55,1.89,1.3,4,0,0
ST.LAWRENCE,LOUISVILLE,Basement,1,3.3,3.3,1,3.3,1,0,0
ST.LAWRENCE,MACOMB,Basement,2,1.95,1.41,3.34,3.3,2,0,0
ST.LAWRENCE,MADRID,Basement,2,1.5,1.37,1.82,2.1,2,0,0
ST.LAWRENCE,MADRID,1st Floor,5,1.06,0.47,4.64,3.4,5,0,0
ST.LAWRENCE,MASSENA,Basement,40,1.54,0.93,2.89,6.8,37,3,0
ST.LAWRENCE,MASSENA,1st Floor,8,1.19,0.88,2.43,2.8,8,0,0
ST.LAWRENCE,MORRISTOWN,Basement,7,3.3,2.03,2.78,12,5,2,0
ST.LAWRENCE,MORRISTOWN,1st Floor,6,0.5,0.4,2.2,1.1,6,0,0
ST.LAWRENCE,NORFOLK,Basement,9,1.58,1.44,1.58,2.9,9,0,0
ST.LAWRENCE,NORFOLK,1st Floor,4,0.6,0.59,1.25,0.8,4,0,0
ST.LAWRENCE,OGDENSBURG,Basement,35,3.39,1.39,3.24,56.8,31,3,1
ST.LAWRENCE,OGDENSBURG,1st Floor,39,0.83,0.64,2.25,1.8,39,0,0
ST.LAWRENCE,OSWEGATCHIE,Basement,6,3.27,2.84,1.81,6.9,5,1,0
ST.LAWRENCE,OSWEGATCHIE,1st Floor,7,1.36,0.91,2.77,3.8,7,0,0
ST.LAWRENCE,PARISHVILLE,Basement,4,2.5,2.18,1.87,4,3,1,0
ST.LAWRENCE,PARISHVILLE,1st Floor,2,1.15,1.1,1.56,1.5,2,0,0
ST.LAWRENCE,PIERREPONT,Basement,6,7.37,4.19,3.15,21.3,4,1,1
ST.LAWRENCE,PIERREPONT,1st Floor,4,0.45,0.37,2.06,0.7,4,0,0
ST.LAWRENCE,POTSDAM,Basement,73,2.31,1.6,2.43,13.7,63,10,0
ST.LAWRENCE,POTSDAM,1st Floor,23,1.27,0.63,3.03,12.4,22,1,0
ST.LAWRENCE,ROSSIE,Basement,2,1.75,1.47,2.36,2.7,2,0,0
ST.LAWRENCE,RUSSELL,Basement,1,1.2,1.2,1,1.2,1,0,0
ST.LAWRENCE,STOCKHOLM,Basement,10,1.54,1.43,1.54,2.5,10,0,0
ST.LAWRENCE,STOCKHOLM,1st Floor,4,0.78,0.53,3.29,1.4,4,0,0
ST.LAWRENCE,WADDINGTON,Basement,4,2.8,2.4,1.94,4.8,3,1,0
ST.LAWRENCE,WADDINGTON,1st Floor,3,0.63,0.52,2.33,1,3,0,0
STEUBEN,ADDISON,Basement,32,14.87,7.12,3.31,97.6,10,14,8
STEUBEN,ADDISON,1st Floor,82,1.91,0.61,3.66,28.4,77,3,2
STEUBEN,AVOCA,Basement,25,11.28,6.74,3.13,53.4,7,13,5
STEUBEN,AVOCA,1st Floor,17,3.89,2,3.92,16.7,12,5,0
STEUBEN,BATH,Basement,231,16.85,11.33,2.74,91.4,26,139,66
STEUBEN,BATH,1st Floor,173,6.43,2.99,3.92,70.9,98,65,10
STEUBEN,BRADFORD,Basement,12,21.67,11.08,3.36,80.7,3,6,3
STEUBEN,BRADFORD,1st Floor,2,5.15,4.22,2.51,8.1,1,1,0
STEUBEN,CAMERON,Basement,3,1.93,1.52,2.62,2.8,3,0,0
STEUBEN,CAMERON,1st Floor,18,5.59,3.29,3.7,12.9,9,9,0
STEUBEN,CAMPBELL,Basement,37,14.64,8.4,3.33,65.3,10,16,11
STEUBEN,CAMPBELL,1st Floor,46,4.74,1.84,3.39,73.9,35,10,1
STEUBEN,CANISTEO,Basement,59,13.73,8.78,2.65,52.4,14,31,14
STEUBEN,CANISTEO,1st Floor,112,3.54,1.68,3.25,49.3,93,16,3
STEUBEN,CATON,Basement,11,7.54,5.33,2.68,18.5,4,7,0
STEUBEN,CATON,1st Floor,5,3.2,2.46,2.78,4.4,3,2,0
STEUBEN,COHOCTON,Basement,32,10.57,6.59,3.02,31.5,8,17,7
STEUBEN,COHOCTON,1st Floor,11,6.32,3.68,3.59,22.5,4,6,1
STEUBEN,CORNING,Basement,382,9.18,4.35,3.58,131.2,183,158,41
STEUBEN,CORNING,1st Floor,119,3.79,1.57,4.06,30,87,27,5
STEUBEN,DANSVILLE,Basement,16,10.84,7.14,2.48,44.1,5,9,2
STEUBEN,DANSVILLE,1st Floor,9,2.66,1.33,3.88,12.4,8,1,0
STEUBEN,ERWIN,Basement,205,10.45,5.15,3.65,96.8,77,99,29
STEUBEN,ERWIN,1st Floor,73,5.62,2.08,4.45,47.9,45,24,4
STEUBEN,FREMONT,Basement,12,12.15,6.94,2.75,45.4,5,5,2
STEUBEN,FREMONT,1st Floor,4,7.98,6.46,2.18,13.2,2,2,0
STEUBEN,GREENWOOD,Basement,15,6.03,5.13,1.79,15.1,5,10,0
STEUBEN,GREENWOOD,1st Floor,9,1.78,1.01,3.38,6.2,8,1,0
STEUBEN,HARTSVILLE,Basement,4,8.3,3.64,4.51,25.4,2,1,1
STEUBEN,HARTSVILLE,1st Floor,1,0.7,0.7,1,0.7,1,0,0
STEUBEN,HORNBY,Basement,7,6.23,3.23,3.38,24.2,5,1,1
STEUBEN,HORNBY,1st Floor,2,1.15,1.12,1.37,1.4,2,0,0
STEUBEN,HORNELL,Basement,223,9.7,6.43,2.66,50.6,62,138,23
STEUBEN,HORNELL,1st Floor,102,3.33,1.74,3.58,28.4,71,30,1
STEUBEN,HORNELLSVILLE,Basement,72,16.41,8.17,3.77,141.8,17,36,19
STEUBEN,HORNELLSVILLE,1st Floor,33,6.55,2.4,4.83,47.1,17,13,3
STEUBEN,HOWARD,Basement,8,5.06,2.44,3.63,21.6,5,2,1
STEUBEN,HOWARD,1st Floor,2,6.25,4.06,4.09,11,1,1,0
STEUBEN,JASPER,Basement,5,1.2,0.98,2.15,2.5,5,0,0
STEUBEN,JASPER,1st Floor,7,0.84,0.39,4.19,2.3,7,0,0
STEUBEN,LINDLEY,Basement,23,13.73,7.8,3.33,45.4,7,11,5
STEUBEN,LINDLEY,1st Floor,21,8.13,2.66,4.34,81.5,14,6,1
STEUBEN,PRATTSBURG,Basement,17,7.16,4.06,2.82,33.5,10,5,2
STEUBEN,PRATTSBURG,1st Floor,14,3.7,2.4,2.91,9.5,9,5,0
STEUBEN,PULTENEY,Basement,4,3.3,2.45,2.67,5.7,2,2,0
STEUBEN,PULTENEY,1st Floor,2,0.7,0.36,6.13,1.3,2,0,0
STEUBEN,RATHBONE,Basement,7,44.06,15.97,5.81,133.4,1,4,2
STEUBEN,RATHBONE,1st Floor,5,24.5,5.46,8.08,97.6,3,1,1
STEUBEN,THURSTON,Basement,9,51.68,3.98,8.89,415.2,6,1,2
STEUBEN,THURSTON,1st Floor,2,3.9,1.5,9.74,7.5,1,1,0
STEUBEN,TROUPSBURG,Basement,16,3.49,2.16,2.71,14,12,4,0
STEUBEN,TROUPSBURG,1st Floor,14,1.34,0.95,2.44,3.5,14,0,0
STEUBEN,TUSCARORA,Basement,2,29.15,10.35,11,56.4,1,0,1
STEUBEN,TUSCARORA,1st Floor,3,1.3,0.88,3.62,2.1,3,0,0
STEUBEN,URBANA,Basement,29,4.85,2.64,3.45,36.7,20,8,1
STEUBEN,URBANA,1st Floor,22,2.59,1.41,3.62,8.9,16,6,0
STEUBEN,W. UNION,Basement,5,8,4.36,3.53,22.5,3,1,1
STEUBEN,W. UNION,1st Floor,2,4.05,4.03,1.13,4.4,1,1,0
STEUBEN,WAYLAND,Basement,69,16.43,10.94,2.64,71.3,13,36,20
STEUBEN,WAYLAND,1st Floor,37,4.99,2.38,4.02,18.3,22,15,0
STEUBEN,WAYNE,Basement,10,3.6,2.85,2.13,8,6,4,0
STEUBEN,WAYNE,1st Floor,4,1.73,1.51,1.91,2.6,4,0,0
STEUBEN,WHEELER,Basement,7,14.71,5.85,3.95,71.2,3,3,1
STEUBEN,WHEELER,1st Floor,3,0.63,0.44,2.79,1.4,3,0,0
STEUBEN,WOODHULL,Basement,17,5.41,2.85,3.24,33.1,11,5,1
STEUBEN,WOODHULL,1st Floor,3,8.73,2.57,16.64,13.9,1,2,0
SUFFOLK,BABYLON,Basement,56,1.06,0.75,2.51,5.5,55,1,0
SUFFOLK,BABYLON,1st Floor,18,0.78,0.58,2.26,2.2,18,0,0
SUFFOLK,BROOKHAVEN,Basement,140,1.74,1.29,2.34,7.5,133,7,0
SUFFOLK,BROOKHAVEN,1st Floor,83,0.79,0.46,2.75,8,81,2,0
SUFFOLK,E. HAMPTON,Basement,20,1.53,1.16,2.2,4.7,18,2,0
SUFFOLK,E. HAMPTON,1st Floor,7,0.56,0.4,2.48,1.2,7,0,0
SUFFOLK,HUNTINGTON,Basement,152,2.13,1.48,2.41,22.2,134,17,1
SUFFOLK,HUNTINGTON,1st Floor,52,1.35,0.67,3.16,10.8,49,3,0
SUFFOLK,ISLIP,Basement,67,1.19,0.75,2.64,10.4,64,3,0
SUFFOLK,ISLIP,1st Floor,34,0.59,0.39,2.59,2.5,34,0,0
SUFFOLK,NORTHPORT,Basement,4,1.43,1.12,2.3,2.5,4,0,0
SUFFOLK,RIVERHEAD,Basement,11,2.05,1.26,2.69,8.9,10,1,0
SUFFOLK,RIVERHEAD,1st Floor,1,3.2,3.2,1,3.2,1,0,0
SUFFOLK,SHELTER ISLAND,Basement,1,1.1,1.1,1,1.1,1,0,0
SUFFOLK,SMITHTOWN,Basement,63,2.97,1.5,2.89,42.6,55,6,2
SUFFOLK,SMITHTOWN,1st Floor,16,1.06,0.76,2.13,3.9,16,0,0
SUFFOLK,SOUTHAMPTON,Basement,24,0.99,0.8,2.08,2.8,24,0,0
SUFFOLK,SOUTHAMPTON,1st Floor,14,0.42,0.31,2.28,1.1,14,0,0
SUFFOLK,SOUTHOLD,Basement,7,2.47,1.58,2.61,8.6,6,1,0
SULLIVAN,BETHEL,Basement,16,4.26,1.62,3.69,38,12,3,1
SULLIVAN,BETHEL,1st Floor,5,5.24,1.31,5.39,23.3,4,0,1
SULLIVAN,CALLICOON,Basement,19,3.02,2.11,2.3,13.7,15,4,0
SULLIVAN,CALLICOON,1st Floor,6,2.68,1.68,2.93,8.1,5,1,0
SULLIVAN,COCHECTON,Basement,1,1,1,1,1,1,0,0
SULLIVAN,COCHECTON,1st Floor,1,1.7,1.7,1,1.7,1,0,0
SULLIVAN,DELAWARE,Basement,5,9.6,6.75,3.23,17.9,1,4,0
SULLIVAN,FALLSBURG,Basement,28,3,2.25,2.3,11.2,21,7,0
SULLIVAN,FALLSBURG,1st Floor,8,0.81,0.51,2.87,2.9,8,0,0
SULLIVAN,FORESTBURGH,Basement,2,0.9,0.88,1.38,1.1,2,0,0
SULLIVAN,FORESTBURGH,1st Floor,2,0.9,0.85,1.63,1.2,2,0,0
SULLIVAN,FREMONT,Basement,9,4.23,3.28,2.31,8.2,4,5,0
SULLIVAN,FREMONT,1st Floor,2,2.95,2.37,2.63,4.7,1,1,0
SULLIVAN,HIGHLAND,Basement,10,2.24,1.46,3.13,7.6,9,1,0
SULLIVAN,HIGHLAND,1st Floor,2,1.1,0.98,2,1.6,2,0,0
SULLIVAN,LIBERTY,Basement,39,3.96,1.81,3.51,28.7,28,10,1
SULLIVAN,LIBERTY,1st Floor,14,0.95,0.62,2.85,2.4,14,0,0
SULLIVAN,LUMBERLAND,Basement,5,1.7,1.45,1.91,2.9,5,0,0
SULLIVAN,MAMAKATING,Basement,25,4.04,2.32,3.15,22.4,17,7,1
SULLIVAN,MAMAKATING,1st Floor,11,2.83,1.13,4.3,11,8,3,0
SULLIVAN,NEVERSINK,Basement,7,1.71,1.3,2.25,4.4,6,1,0
SULLIVAN,NEVERSINK,1st Floor,1,2,2,1,2,1,0,0
SULLIVAN,ROCKLAND,Basement,22,7.33,3.63,3.27,46,12,8,2
SULLIVAN,ROCKLAND,1st Floor,6,2.45,2.24,1.56,4.6,5,1,0
SULLIVAN,THOMPSON,Basement,49,2.8,1.59,3.25,20.8,39,9,1
SULLIVAN,THOMPSON,1st Floor,18,1.65,1.26,2.1,6.2,17,1,0
